term,gamma_logk,shape_ratio
intercept,-0.13356838832214957,0.8749676293633672
CAT_A,0.36430481875858667,1.4395129378357263
CAT_B,-0.48610403552175585,0.6150178202853019
CAT_C,-0.1357357444578177,0.8730733164702253
