term,gamma_logk,shape_ratio
intercept,-0.20102946434872013,0.8178883326517845
CAT_A,0.1968218090865725,1.2175270691147313
CAT_B,-0.00046164339149213133,0.9995384631494231
CAT_C,0.032716353814935616,1.0332574181470837
