term,beta_eta,TR_eta
intercept,8.5386056525233,5108.216764473612
CAT_A,0.805163713231705,2.2370627056077823
CAT_B,0.7935279907150425,2.2111837170569633
CAT_C,0.5016631732548412,1.651465661388226
